name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
K2-120 b,944,4.7 Earths,14.045,2017
K2-121 b,556,0.138 Jupiters,13.319,2017
K2-122 b,235,1.92 Earths,13.15,2017
K2-123 b,530,8.05 Earths,14.781,2017
K2-124 b,458,8.75 Earths,15.462,2017
K2-125 b,406,5.39 Earths,16.122,2017
K2-126 b,337,4.54 Earths,12.918,2017
K2-127 b,2362,0.167 Jupiters,15.037,2017
K2-128 b,375,2.6 Earths,12.627,2017
K2-129 b,91,1.12 Earths,13.63,2017
K2-12 b,1074,6.04 Earths,12.258,2015
K2-130 b,386,2.1 Earths,12.759,2017
K2-131 b,501,6.3 Earths,12.115,2017
K2-132 b,2024,0.49 Jupiters,11.897,2017
K2-133 b,245,2.36 Earths,14.288,2017
K2-133 c,245,3.2 Earths,14.288,2017
K2-133 d,245,4.67 Earths,14.288,2017
K2-133 e,245,3.64 Earths,14.288,2019
K2-136 b,194,0.937 Earths,10.855,2017
K2-136 c,194,8.8 Earths,10.855,2017
K2-136 d,194,2.7 Earths,10.855,2017
K2-137 b,323,0.5 Jupiters,15.498,2017
K2-138 b,597,3.09 Earths,12.21,2017
K2-138 c,597,6.9 Earths,12.21,2017
K2-138 d,597,7.56 Earths,12.21,2017
K2-138 e,597,10.8 Earths,12.21,2017
K2-138 f,597,8.3 Earths,12.21,2017
K2-139 b,504,0.387 Jupiters,11.653,2017
K2-13 b,1128,4.23 Earths,12.901,2015
K2-140 b,1114,1.019 Jupiters,12.624,2017
K2-141 b,202,5.08 Earths,11.389,2018
K2-141 c,202,7.4 Earths,11.389,2018
K2-146 b,259,5.77 Earths,16.248,2018
K2-146 c,259,7.49 Earths,16.248,2019
K2-147 b,287,2.48 Earths,14.019,2018
K2-148 b,395,2.33 Earths,13.507,2018
K2-148 c,395,3.64 Earths,13.507,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-155 c,267,7.27 Earths,12.806,2018
K2-155 d,267,4.27 Earths,12.806,2018
K2-156 b,491,1.6 Earths,13.424,2018
K2-157 b,981,1.18 Earths,12.823,2018
K2-158 b,647,7.46 Earths,11.774,2018
K2-158 c,647,2.18 Earths,11.774,2018
K2-159 b,561,5.73 Earths,11.994,2018
K2-15 b,1634,6.71 Earths,14.663,2015
K2-160 b,1038,10.2 Earths,12.649,2018
K2-161 b,3070,31.1 Earths,12.631,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-16 b,1103,4.74 Earths,14.67,2015
K2-16 c,1103,6.99 Earths,14.67,2015
K2-170 b,1296,2.6 Earths,12.633,2018
K2-170 c,1296,3.9 Earths,12.633,2018
K2-171 b,2011,7.69 Earths,12.66,2018
K2-172 b,820,3.42 Earths,12.438,2018
K2-172 c,820,10.4 Earths,12.438,2018
K2-173 b,751,3.22 Earths,12.403,2018
K2-174 b,327,7.27 Earths,12.424,2018
K2-175 b,812,4.81 Earths,10.836,2018
K2-183 d,1082,8.55 Earths,12.846,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,882,2.28 Earths,12.215,2018
K2-186 b,1089,10.2 Earths,12.307,2018
K2-187 b,1088,2.24 Earths,13.081,2018
K2-187 c,1088,3.89 Earths,13.081,2018
K2-187 d,1088,10.2 Earths,13.081,2018
K2-187 e,1088,6.26 Earths,13.081,2018
K2-188 b,1477,2.39 Earths,12.646,2018
K2-188 c,1477,8.4 Earths,12.646,2018
K2-189 b,796,2.92 Earths,12.399,2018
K2-189 c,796,6.8 Earths,12.399,2018
K2-18 b,124,8.92 Earths,13.496,2015
K2-18 c,124,7.51 Earths,13.496,2017
K2-190 b,527,2.41 Earths,11.138,2018
K2-190 c,527,1.34 Earths,11.138,2018
K2-191 b,945,3.12 Earths,13.258,2018
K2-192 b,731,2.92 Earths,12.704,2018
K2-193 b,1360,14.8 Earths,13.251,2018
K2-194 b,2090,12.9 Earths,12.908,2018
K2-195 b,1037,9.96 Earths,12.497,2018
K2-195 c,1037,7.16 Earths,12.497,2018
K2-196 b,1938,12.6 Earths,12.06,2018
K2-197 b,814,7.08 Earths,12.157,2018
K2-198 b,362,16.3 Earths,10.971,2018
K2-198 c,362,2.61 Earths,10.971,2019
K2-198 d,362,6.52 Earths,10.971,2019
K2-199 b,352,4.16 Earths,12.289,2018
K2-199 c,352,8.15 Earths,12.289,2018
K2-19 b,953,28.5 Earths,13,2015
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-19 c,953,15.9 Earths,13,2015
K2-19 d,953,14 Earths,13,2016
K2-200 b,604,2.43 Earths,12.459,2018
K2-201 b,649,2.54 Earths,12.809,2018
K2-201 c,649,10.8 Earths,12.809,2018
K2-202 b,988,5.91 Earths,13.297,2018
K2-203 b,545,2.45 Earths,12.353,2018
K2-204 b,1914,9.51 Earths,13.01,2018
K2-205 b,1337,4.64 Earths,12.391,2018
K2-206 b,803,8.22 Earths,13.1,2018
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-217 b,1259,12.5 Earths,12.187,2018
K2-218 b,1300,7.13 Earths,12.876,2018
K2-219 b,1071,2.38 Earths,12.09,2018
K2-219 c,1071,2.66 Earths,12.09,2018
K2-219 d,1071,7.16 Earths,12.09,2018
K2-21 b,274,4.04 Earths,12.85,2015
K2-21 c,274,6.76 Earths,12.85,2015
K2-220 b,766,6.3 Earths,11.89,2018
K2-221 b,1049,3.46 Earths,12.703,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,656,0.64 Earths,11.431,2018
K2-223 c,656,3.09 Earths,11.431,2018
K2-224 b,906,3.05 Earths,12.682,2018
K2-224 c,906,6.39 Earths,12.682,2018
K2-225 b,1175,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.308,2018
K2-227 b,614,3.41 Earths,12.015,2018
K2-228 b,465,1.92 Earths,12.995,2018
K2-229 b,339,2.49 Earths,10.985,2018
K2-229 c,339,21.3 Earths,10.985,2018
K2-22 b,801,1.4 Jupiters,15.597,2015
K2-230 b,1791,4.5 Earths,12.707,2018
K2-231 b,962,6.8 Earths,12.708,2018
K2-232 b,428,0.398 Jupiters,9.899,2018
K2-233 b,221,2.54 Earths,10.726,2018
K2-233 c,221,2.34 Earths,10.726,2018
K2-233 d,221,7.46 Earths,10.726,2018
K2-237 b,1010,1.236 Jupiters,11.601,2018
K2-238 b,1478,0.86 Jupiters,13.748,2018
K2-239 b,160,1.37 Earths,14.549,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-253 b,2942,Unknown,14.868,2018
K2-254 b,748,3.29 Earths,14.183,2018
K2-254 c,748,5.43 Earths,14.183,2018
K2-255 b,628,8.75 Earths,13.756,2018
K2-256 b,1894,7.41 Earths,14.939,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2203,9.27 Earths,13.298,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-266 d,252,8.9 Earths,11.808,2018
K2-266 e,252,14.3 Earths,11.808,2018
K2-268 b,1081,2.57 Earths,13.853,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,883,0.192 Jupiters,14.465,2019
K2-28 b,206,5.99 Earths,16.061,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-323 b,387,5.06 Earths,14.932,2020
K2-324 b,447,6.48 Earths,15.399,2020
K2-325 b,365,5.48 Earths,16.137,2020
K2-326 b,928,5.82 Earths,15.342,2020
K2-32 b,517,16.5 Earths,12.31,2016
K2-32 c,517,12.1 Earths,12.31,2016
K2-32 d,517,10.3 Earths,12.31,2016
K2-32 e,517,1.01 Earths,12.31,2019
K2-33 b,456,3.7 Jupiters,15.714,2016
K2-34 b,1149,1.698 Jupiters,11.548,2016
K2-35 b,830,2.3 Earths,14.35,2016
K2-35 c,830,4.38 Earths,14.35,2016
K2-36 b,359,3.9 Earths,11.8,2016
K2-36 c,359,7.8 Earths,11.8,2016
K2-37 b,590,3.22 Earths,12.52,2016
K2-37 c,590,8 Earths,12.52,2016
K2-37 d,590,7.9 Earths,12.52,2016
K2-38 b,632,19.0698 Earths,11.39,2016
K2-38 c,632,9.9 Earths,11.39,2016
K2-39 b,1012,28.6047 Earths,10.83,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-14 b,868,1.284 Jupiters,11,2016
KELT-15 b,1069,1.31 Jupiters,11.189,2016
KELT-16 b,1469,2.75 Jupiters,11.898,2017
KELT-17 b,685,1.31 Jupiters,9.286,2016
